Station Name,Mean Temperature (C),Total Precipitation (mm),Province,Year
GLENWOOD,20.2,90.0,Newfoundland and Labrador,1975
GRAND FALLS,21.2,53.4,Newfoundland and Labrador,1975
HEARTS CONTENT,18.1,74.1,Newfoundland and Labrador,1975
HOLYROOD GEN STN,18.9,65.5,Newfoundland and Labrador,1975
HOLYROOD ULTRAMAR,18.8,64.8,Newfoundland and Labrador,1975
LOGY BAY,17.1,45.3,Newfoundland and Labrador,1975
LONG HARBOUR,16.1,39.8,Newfoundland and Labrador,1975
NEW CHELSEA,18.4,49.3,Newfoundland and Labrador,1975
NORTH EAST POND RIVER,18.1,48.6,Newfoundland and Labrador,1975
PLACENTIA,13.6,90.8,Newfoundland and Labrador,1975
PLUM POINT,16.3,83.3,Newfoundland and Labrador,1975
PORT AUX BASQUES,15.0,56.7,Newfoundland and Labrador,1975
RATTLING BRK NORRIS ARM,21.5,56.9,Newfoundland and Labrador,1975
ROCKY HARBOUR,17.8,64.6,Newfoundland and Labrador,1975
RODDICKTON,18.2,32.6,Newfoundland and Labrador,1975
ST ALBANS,16.7,142.4,Newfoundland and Labrador,1975
ST ANTHONY,15.9,52.4,Newfoundland and Labrador,1975
ST JOHN'S,19.1,19.2,Newfoundland and Labrador,1975
ST JOHN'S A,18.4,54.8,Newfoundland and Labrador,1975
ST JOHN'S WEST CDA,18.9,60.1,Newfoundland and Labrador,1975
ST LAWRENCE,12.2,97.2,Newfoundland and Labrador,1975
ST SHOTTS,12.3,98.0,Newfoundland and Labrador,1975
SALMONIER,16.0,13.2,Newfoundland and Labrador,1975
SEAL COVE,19.0,60.2,Newfoundland and Labrador,1975
SPRINGDALE,19.8,47.6,Newfoundland and Labrador,1975
STEPHENVILLE A,18.0,77.3,Newfoundland and Labrador,1975
SUNNYSIDE,15.5,52.1,Newfoundland and Labrador,1975
TERRA NOVA NAT PARK HQ,19.3,60.4,Newfoundland and Labrador,1975
WOODDALE BISHOP'S FALLS,22.0,28.4,Newfoundland and Labrador,1975
WOODY POINT,18.6,89.4,Newfoundland and Labrador,1975
BATTLE HARBOUR,12.3,68.1,Newfoundland and Labrador,1975
BATTLE HARBOUR LOR,11.3,40.6,Newfoundland and Labrador,1975
CARTWRIGHT,15.6,41.3,Newfoundland and Labrador,1975
CHURCHILL FALLS A,16.1,144.0,Newfoundland and Labrador,1975
GOOSE A,18.4,68.4,Newfoundland and Labrador,1975
HOPEDALE (AUT),12.1,157.1,Newfoundland and Labrador,1975
NAIN A,12.3,120.5,Newfoundland and Labrador,1975
RIGOLET,12.7,21.1,Newfoundland and Labrador,1975
WABUSH LAKE A,16.2,94.6,Newfoundland and Labrador,1975
ALBERT HEAD,16.4,10.3,British Columbia,1976
CORDOVA BAY SOUTH,15.7,11.9,British Columbia,1976
COWICHAN BAY CHERRY POINT,15.7,13.5,British Columbia,1976
COWICHAN LAKE FORESTRY,15.7,37.6,British Columbia,1976
COWICHAN LAKE VILLAGE,15.7,38.4,British Columbia,1976
DUNCAN BCHPA VIT,16.8,20.2,British Columbia,1976
DUNCAN FORESTRY,16.6,19.0,British Columbia,1976
EAST SOOKE ANDERSON COVE,15.7,12.9,British Columbia,1976
ELK LAKE,15.7,13.9,British Columbia,1976
GALIANO ISLAND GCC,15.9,20.4,British Columbia,1976
GALIANO NORTH,16.6,22.4,British Columbia,1976
JAMES ISLAND,16.0,14.5,British Columbia,1976
NORTH PENDER ISLAND,15.5,17.3,British Columbia,1976
PORT RENFREW,14.0,72.0,British Columbia,1976
SAANICHTON CDA,15.7,15.8,British Columbia,1976
SALTSPRING ISLAND,16.2,32.0,British Columbia,1976
SALTSPRING ST MARY'S L,16.5,17.1,British Columbia,1976
SAANICH DOM ASTRO OBS,17.4,11.7,British Columbia,1976
SHAWNIGAN LAKE,16.1,15.0,British Columbia,1976
SOOKE OTTER POINT,13.3,9.4,British Columbia,1976
SOUTH PENDER ISLAND 2,15.2,12.0,British Columbia,1976
VICTORIA GONZALES HTS,15.0,9.8,British Columbia,1976
VICTORIA INT'L A,15.7,18.1,British Columbia,1976
VICTORIA MARINE,13.6,10.7,British Columbia,1976
VICTORIA TILLICUM,16.3,11.4,British Columbia,1976
VICTORIA PHYLLIS STREET,14.9,10.4,British Columbia,1976
ALERT BAY,13.7,70.2,British Columbia,1976
CAMPBELL RIVER A,15.0,30.0,British Columbia,1976
CAMPBELL RIVER BCFS,14.8,54.4,British Columbia,1976
CAMPBELL RIVER BCHPA GEN,17.5,20.9,British Columbia,1976
CHATHAM POINT,14.3,112.4,British Columbia,1976
COAL HARBOUR RUPERT IN,14.2,44.9,British Columbia,1976
COMOX A,15.9,17.4,British Columbia,1976
CORTES ISLAND,16.0,43.5,British Columbia,1976
CUMBERLAND,14.5,25.1,British Columbia,1976
MUD BAY,15.8,20.9,British Columbia,1976
NANAIMO A,16.7,26.0,British Columbia,1976
NANAIMO CHUB,16.8,21.5,British Columbia,1976
OYSTER RIVER UBC,15.8,14.0,British Columbia,1976
NANAIMO DEPARTURE BAY,16.7,19.5,British Columbia,1976
PORT HARDY A,13.0,98.7,British Columbia,1976
PORT MCNEILL,14.1,54.9,British Columbia,1976
QUALICUM R FISH RESEARCH,15.6,24.5,British Columbia,1976
QUINSAM RIVER HATCHERY,15.3,40.0,British Columbia,1976
SAYWARD 2,14.3,83.9,British Columbia,1976
STRATHCONA PARK LODGE,15.1,30.5,British Columbia,1976
ALBERNI ROBERTSON CREEK,15.3,38.0,British Columbia,1976
AMPHITRITE POINT,13.1,113.8,British Columbia,1976
BAMFIELD EAST,13.5,67.3,British Columbia,1976
BULL HARBOUR,12.6,121.8,British Columbia,1976
CAPE SCOTT,12.5,195.0,British Columbia,1976
CARNATION CREEK CDF,14.4,74.4,British Columbia,1976
ESTEVAN POINT,13.1,158.2,British Columbia,1976
GOLD RIVER TOWNSITE,15.3,74.6,British Columbia,1976
HOLBERG,10.1,166.0,British Columbia,1976
HOLBERG FIRE DEPT,13.3,295.5,British Columbia,1976
PACHENA POINT,13.2,115.5,British Columbia,1976
PORT ALBERNI A,15.3,33.6,British Columbia,1976
PORT ALICE,14.0,120.3,British Columbia,1976
QUATSINO,13.3,56.0,British Columbia,1976
SPRING ISLAND,13.1,199.4,British Columbia,1976
TOFINO A,13.4,148.2,British Columbia,1976
WINTER HARBOUR,13.2,186.1,British Columbia,1976
CLOWHOM FALLS,15.5,69.9,British Columbia,1976
DAISY LAKE DAM,14.3,60.8,British Columbia,1976
GIBSONS GOWER POINT,16.2,32.1,British Columbia,1976
MALIBU JERVIS INLET,15.9,114.2,British Columbia,1976
MERRY ISLAND LIGHTSTATION,16.6,30.9,British Columbia,1976
POWELL RIVER,16.6,40.8,British Columbia,1976
POWELL RIVER A,15.4,47.9,British Columbia,1976
POWELL RIVER WESTVIEW,16.6,51.3,British Columbia,1976
SQUAMISH GARIBALDI,15.3,81.6,British Columbia,1976
CAPE ST JAMES,12.0,177.1,British Columbia,1976
LANGARA,12.2,166.3,British Columbia,1976
MASSET CFS,12.8,107.6,British Columbia,1976
SANDSPIT A,12.5,131.7,British Columbia,1976
SEWELL INLET,12.7,271.0,British Columbia,1976
TASU SOUND,12.6,302.6,British Columbia,1976
TLELL,12.5,104.4,British Columbia,1976
SEWALL MASSET INLET,13.3,118.9,British Columbia,1976
ALICE ARM,13.9,112.2,British Columbia,1976
BELLA COOLA,15.1,54.2,British Columbia,1976
BELLA COOLA BC HYDRO,14.1,67.7,British Columbia,1976
BONILLA ISLAND,12.5,184.0,British Columbia,1976
BUTEDALE,12.6,277.4,British Columbia,1976
EGG ISLAND,12.9,133.0,British Columbia,1976
ETHELDA BAY,12.8,262.5,British Columbia,1976
HARTLEY BAY,13.4,334.2,British Columbia,1976
KEMANO,13.5,80.5,British Columbia,1976
KILDALA,12.5,116.8,British Columbia,1976
KINGCOME INLET,14.2,157.2,British Columbia,1976
KITIMAT TOWNSITE,13.5,89.7,British Columbia,1976
KITIMAT 2,13.7,168.1,British Columbia,1976
MCINNES ISLAND,13.3,218.8,British Columbia,1976
MINSTREL ISLAND,14.9,92.9,British Columbia,1976
OCEAN FALLS,13.8,212.9,British Columbia,1976
PRINCE RUPERT A,12.9,150.9,British Columbia,1976
PHILLIPS ARM,14.8,145.0,British Columbia,1976
SALVUS CAMP,13.8,91.1,British Columbia,1976
SHAWL BAY,13.6,120.9,British Columbia,1976
STEWART A,13.2,112.7,British Columbia,1976
TERRACE A,13.8,70.8,British Columbia,1976
TERRACE PCC,14.2,78.6,British Columbia,1976
THOMPSON SOUND,14.1,168.0,British Columbia,1976
TOBA INLET,15.5,61.2,British Columbia,1976
WANNOCK RIVER,12.7,143.4,British Columbia,1976
FORWARD HARBOUR,15.3,142.1,British Columbia,1976
BABINE LAKE PINKUT CREEK,12.7,13.7,British Columbia,1976
HAZELTON TEMLEHAN,14.0,81.6,British Columbia,1976
KITWANGA,14.0,58.1,British Columbia,1976
MURDER CREEK,13.6,90.9,British Columbia,1976
NASS CAMP,14.2,71.3,British Columbia,1976
NEW HAZELTON,13.3,68.2,British Columbia,1976
ROSSWOOD,13.8,73.2,British Columbia,1976
SMITHERS A,12.4,62.1,British Columbia,1976
TOPLEY LANDING,12.1,77.8,British Columbia,1976
CEDARVALE,14.4,53.5,British Columbia,1976
ALEXIS CREEK TAUTRI CRK,10.4,40.2,British Columbia,1976
ANAHIM LAKE,10.5,52.7,British Columbia,1976
BIG CREEK,12.0,55.8,British Columbia,1976
GILLIES CROSSING,12.3,83.9,British Columbia,1976
GRASSY PLAINS,11.3,36.4,British Columbia,1976
LAJOIE DAM,14.9,23.4,British Columbia,1976
NAZKO,12.6,82.8,British Columbia,1976
NEMAIA VALLEY CHILKO LK,11.0,23.8,British Columbia,1976
OOTSA L SKINS L SPILLWAY,11.7,39.6,British Columbia,1976
PEMBERTON BCFS,16.7,27.5,British Columbia,1976
PUNTCHESAKUT LAKE,12.7,69.1,British Columbia,1976
PUNTZI MOUNTAIN,12.5,53.4,British Columbia,1976
TAHTSA LAKE WEST,8.2,65.1,British Columbia,1976
TATELKUZ LAKE,11.4,72.8,British Columbia,1976
TATLA LAKE BCFS,12.5,20.9,British Columbia,1976
TATLAYOKO LAKE,12.2,29.6,British Columbia,1976
TSUNIAH LAKE LODGE,11.7,45.9,British Columbia,1976
WISTARIA,11.0,39.8,British Columbia,1976
ALEZA LAKE,14.4,75.5,British Columbia,1976
BARKERVILLE,12.7,72.5,British Columbia,1976
BOSS MOUNTAIN,10.0,56.9,British Columbia,1976
BOWRON LAKE,12.9,76.2,British Columbia,1976
BURNS LAKE,12.8,63.4,British Columbia,1976
DOG CREEK,15.7,39.6,British Columbia,1976
DOME CREEK,14.0,54.2,British Columbia,1976
DUNSTER,14.4,51.1,British Columbia,1976
ENDAKO MINE,12.4,65.6,British Columbia,1976
FORT FRASER 13S,12.3,94.6,British Columbia,1976
FORT ST JAMES,13.4,52.4,British Columbia,1976
HIXON,15.1,80.4,British Columbia,1976
HIXON BCFS,14.7,79.1,British Columbia,1976
HORSEFLY BCFS,13.9,54.5,British Columbia,1976
JESMOND,12.6,52.4,British Columbia,1976
KALDER LAKE,10.9,27.4,British Columbia,1976
KERSLEY,14.7,43.7,British Columbia,1976
LEO CREEK,12.4,72.1,British Columbia,1976
LIKELY,14.3,47.6,British Columbia,1976
MCBRIDE 4SE,14.9,40.8,British Columbia,1976
MCBRIDE NORTH,14.5,30.2,British Columbia,1976
MCLEESE LAKE GRANITE MT,12.7,38.6,British Columbia,1976
MOFFAT CREEK,13.3,59.9,British Columbia,1976
MOUNT ROBSON RANCH,14.2,32.6,British Columbia,1976
OCHILTREE MIOCENE,13.2,51.5,British Columbia,1976
PRINCE GEORGE A,13.9,80.8,British Columbia,1976
PRINCE GEORGE STP,15.1,63.8,British Columbia,1976
QUESNEL A,15.0,69.7,British Columbia,1976
QUESNEL MOOSE HEIGHTS,14.5,92.1,British Columbia,1976
SALMON VAL ERICKSON RD,13.6,62.4,British Columbia,1976
TACHIE 1SE,13.2,77.5,British Columbia,1976
WILLIAMS LAKE A,13.9,35.6,British Columbia,1976
WILLIAMS LAKE GLENDALE,15.9,30.9,British Columbia,1976
VANDERHOOF BRAESIDE RD,13.0,45.2,British Columbia,1976
FRASER LAKE NORTH SHORE,12.9,75.5,British Columbia,1976
WINEGLASS RANCH,17.5,48.2,British Columbia,1976
ABBOTSFORD A,16.5,64.9,British Columbia,1976
AGASSIZ CDA,17.0,48.0,British Columbia,1976
ALDERGROVE,16.2,57.6,British Columbia,1976
ALOUETTE LAKE,16.0,109.3,British Columbia,1976
BUNTZEN LAKE,16.6,75.7,British Columbia,1976
BURNABY MTN TERMINAL,16.8,35.7,British Columbia,1976
BURNABY SIMON FRASER U,15.9,46.5,British Columbia,1976
CHILLIWACK,17.3,50.7,British Columbia,1976
CHILLIWACK GIBSON ROAD,16.8,40.3,British Columbia,1976
COQUITLAM LAKE,16.2,87.0,British Columbia,1976
CULTUS LAKE,16.6,33.8,British Columbia,1976
DELTA LADNER SOUTH,16.7,16.2,British Columbia,1976
HANEY CORRL INSTN,16.6,73.5,British Columbia,1976
HANEY EAST,17.0,57.0,British Columbia,1976
HANEY UBC RF ADMIN,16.4,85.9,British Columbia,1976
HOLLYBURN RIDGE,11.0,171.7,British Columbia,1976
LADNER BCHPA,17.8,21.1,British Columbia,1976
LANGLEY LOCHIEL,16.3,40.3,British Columbia,1976
MAPLE RIDGE,17.4,82.8,British Columbia,1976
MILNER AIC,16.2,42.0,British Columbia,1976
MISSION,16.8,57.7,British Columbia,1976
MISSION WEST ABBEY,16.3,73.4,British Columbia,1976
NEW WESTMINSTER BC PEN,17.0,46.0,British Columbia,1976
N VANC GROUSE MTN RESORT,11.3,102.2,British Columbia,1976
PITT POLDER,16.6,88.6,British Columbia,1976
PORT COQUITLAM CITY YARD,17.6,51.7,British Columbia,1976
ROSEDALE,17.1,52.0,British Columbia,1976
PORT MOODY GLENAYRE,16.5,50.6,British Columbia,1976
STAVE FALLS,16.1,80.5,British Columbia,1976
SUMAS PRAIRIE,16.7,38.1,British Columbia,1976
SURREY MUNICIPAL HALL,16.4,27.5,British Columbia,1976
SURREY NEWTON,16.2,37.6,British Columbia,1976
SURREY SUNNYSIDE,16.4,25.6,British Columbia,1976
VANCOUVER CEDAR COTTAGE,17.6,30.3,British Columbia,1976
VANCOUVER DUNBAR SOUTH,17.1,24.7,British Columbia,1976
VANCOUVER HARBOUR CS,17.0,39.5,British Columbia,1976
VANCOUVER INT'L A,16.9,23.4,British Columbia,1976
VANCOUVER OAK 53,17.1,26.7,British Columbia,1976
VANCOUVER UBC,16.0,31.6,British Columbia,1976
W VANC CAPILANO GCC,15.7,51.4,British Columbia,1976
WHALLEY FOREST NURSERY,16.7,46.8,British Columbia,1976
WHITE ROCK STP,16.5,26.6,British Columbia,1976
N VANCOUVER CLOVERLEY,16.7,61.8,British Columbia,1976
PITT MEADOWS STP,16.4,62.4,British Columbia,1976
ALLISON PASS DOH,9.8,43.7,British Columbia,1976
BOSTON BAR,18.6,4.6,British Columbia,1976
GATES STATION,16.1,30.7,British Columbia,1976
HELLS GATE,18.7,10.8,British Columbia,1976
HOPE A,16.9,63.3,British Columbia,1976
HOPE KAWKAWA LAKE,16.8,38.8,British Columbia,1976
HOPE SLIDE,13.2,32.7,British Columbia,1976
LILLOOET SETON BCHPA,19.4,9.4,British Columbia,1976
LYTTON,19.8,5.6,British Columbia,1976
PORCUPINE CREEK,12.9,27.9,British Columbia,1976
SHALALTH,19.1,6.9,British Columbia,1976
BANKIER CHAIN LAKE,12.8,13.6,British Columbia,1976
HEDLEY,18.8,31.4,British Columbia,1976
HIGHLAND VALLEY BCCL,12.6,15.6,British Columbia,1976
HIGHLAND VALLEY LORNEX,11.6,15.6,British Columbia,1976
JOE RICH CREEK,13.9,37.4,British Columbia,1976
KELOWNA A,17.3,29.3,British Columbia,1976
KELOWNA PC BURNETTS NURSERY,18.7,18.8,British Columbia,1976
KEREMEOS,20.1,3.5,British Columbia,1976
LOGAN LAKE,12.9,18.7,British Columbia,1976
MCCULLOCH,11.8,24.4,British Columbia,1976
MERRITT STP,16.8,10.4,British Columbia,1976
MT KOBAU OBSERVATORY,10.4,13.6,British Columbia,1976
OKANAGAN CENTRE,18.4,32.5,British Columbia,1976
OLIVER,19.8,13.8,British Columbia,1976
OLIVER STP,20.3,13.3,British Columbia,1976
OSOYOOS,20.8,5.1,British Columbia,1976
OSOYOOS WEST,21.2,7.1,British Columbia,1976
OYAMA,18.0,30.4,British Columbia,1976
PEACHLAND,19.0,21.4,British Columbia,1976
PEACHLAND BRENDA MINES,12.5,40.9,British Columbia,1976
PENTICTON A,19.3,22.6,British Columbia,1976
PRINCETON A,16.6,12.7,British Columbia,1976
SIMILKAMEEN MINE,15.8,20.5,British Columbia,1976
SUMMERLAND CDA,19.3,49.0,British Columbia,1976
VERNON,18.5,32.5,British Columbia,1976
VERNON COLDSTREAM RANCH,18.0,45.0,British Columbia,1976
WINFIELD,18.9,28.2,British Columbia,1976
VERNON SOUTH,18.4,33.6,British Columbia,1976
BEAVERDELL NORTH,15.5,18.1,British Columbia,1976
GRAND FORKS,18.7,21.6,British Columbia,1976
GRAND FORKS PHOENIX,14.3,35.0,British Columbia,1976
KETTLE VALLEY BCFS,18.6,10.3,British Columbia,1976
CASTLEGAR A,19.2,42.6,British Columbia,1976
CASTLEGAR BCHPA DAM,19.0,31.5,British Columbia,1976
CRESTON,18.5,40.6,British Columbia,1976
DEER PARK,18.2,19.7,British Columbia,1976
DUNCAN LAKE DAM,16.5,44.2,British Columbia,1976
FAUQUIER,17.4,28.1,British Columbia,1976
KASLO,17.2,45.9,British Columbia,1976
KOOTENAY BAY,17.7,55.7,British Columbia,1976
KOOTENAY PASS,11.7,119.9,British Columbia,1976
LARDEAU,17.3,34.2,British Columbia,1976
NAKUSP,17.0,67.9,British Columbia,1976
NELSON 2,17.9,56.7,British Columbia,1976
NELSON VOCATIONAL SCHOOL,17.6,56.3,British Columbia,1976
NEW DENVER,17.7,37.4,British Columbia,1976
ROBSON,18.5,48.0,British Columbia,1976
ROSSLAND MACLEAN,16.2,32.1,British Columbia,1976
SALMO BCFS,17.0,67.8,British Columbia,1976
SOUTH SLOCAN,18.4,38.9,British Columbia,1976
WANETA,18.9,33.0,British Columbia,1976
WARFIELD,19.7,30.7,British Columbia,1976
YAHK,16.3,50.1,British Columbia,1976
ABERFELDIE,17.2,38.7,British Columbia,1976
CANAL FLATS RANGER STN,17.6,29.2,British Columbia,1976
CRANBROOK A,17.7,26.3,British Columbia,1976
CRANBROOK MAYOOK,17.1,32.8,British Columbia,1976
CRANBROOK MT BAKER,15.7,25.1,British Columbia,1976
ELKFORD,13.9,35.8,British Columbia,1976
ELKO,18.3,48.1,British Columbia,1976
FERNIE,15.8,56.4,British Columbia,1976
FT STEELE DANDY CRK,16.8,23.2,British Columbia,1976
GRASMERE,20.3,50.5,British Columbia,1976
HANSON LAKE,17.4,34.5,British Columbia,1976
KOOTENAY NP KTNY CRSG,13.0,26.5,British Columbia,1976
KOOTENAY NP WEST GATE,17.5,18.7,British Columbia,1976
MARYSVILLE,17.0,39.7,British Columbia,1976
MOYIE,16.6,39.9,British Columbia,1976
NATAL HARMER RIDGE,12.6,46.1,British Columbia,1976
NATAL KAISER RESOURCES,15.2,36.0,British Columbia,1976
WARDNER KTNY HATCHERY,17.9,28.6,British Columbia,1976
ARMSTRONG,18.2,32.6,British Columbia,1976
ARMSTRONG NORTH,17.9,24.1,British Columbia,1976
ASHCROFT,19.6,34.5,British Columbia,1976
AVOLA,15.4,85.0,British Columbia,1976
BARRIERE,17.9,49.1,British Columbia,1976
BLUE RIVER A,15.3,79.1,British Columbia,1976
BLUE RIVER NORTH,14.7,79.5,British Columbia,1976
CLEARWATER,17.5,36.2,British Columbia,1976
DARFIELD,17.9,35.9,British Columbia,1976
ENDERBY,18.4,31.5,British Columbia,1976
FALKLAND SALMON VALLEY,17.5,37.1,British Columbia,1976
FALKLAND SPANISH LAKE,15.0,36.2,British Columbia,1976
HAT CREEK,13.9,39.7,British Columbia,1976
HEFFLEY CREEK,15.6,33.1,British Columbia,1976
KAMLOOPS,20.3,57.9,British Columbia,1976
KAMLOOPS A,19.6,32.4,British Columbia,1976
KAMLOOPS CDA,20.3,18.0,British Columbia,1976
LAC DES ROCHES,12.5,54.9,British Columbia,1976
LOON LAKE,15.4,31.1,British Columbia,1976
LUMBY SIGALET RD,16.6,43.3,British Columbia,1976
MT LOLO KAMLOOPS,10.1,52.1,British Columbia,1976
100 MILE HOUSE,14.5,57.2,British Columbia,1976
SALMON ARM,17.9,38.6,British Columbia,1976
SALMON ARM 2,18.3,40.4,British Columbia,1976
70 MILE HOUSE,12.8,35.1,British Columbia,1976
SEYMOUR ARM,17.3,83.3,British Columbia,1976
SICAMOUS,18.3,42.4,British Columbia,1976
SORRENTO EAST,17.3,32.8,British Columbia,1976
VAVENBY,16.7,52.9,British Columbia,1976
WESTWOLD,15.9,46.0,British Columbia,1976
THIMBLE RANCH,15.7,38.1,British Columbia,1976
MONTE LAKE PAXTON VALLEY,15.4,59.4,British Columbia,1976
ALBREDA,13.7,55.1,British Columbia,1976
BUGABOO CREEK LODGE,11.3,63.9,British Columbia,1976
CARIBOO LODGE,13.4,17.0,British Columbia,1976
GLACIER NP ROGERS PASS,11.7,98.7,British Columbia,1976
GOLDEN A,15.9,62.1,British Columbia,1976
MICA DAM,14.9,49.7,British Columbia,1976
REVELSTOKE AIRPORT RD,16.5,71.7,British Columbia,1976
VALEMOUNT EAST,14.3,31.5,British Columbia,1976
VALEMOUNT NORTH,14.8,40.9,British Columbia,1976
YOHO NP WAPTA LAKE,10.3,93.4,British Columbia,1976
GLACIER NP MT FIDELITY,9.1,109.1,British Columbia,1976
YOHO NP WEST GATE,14.2,81.2,British Columbia,1976
YOHO NAT PARK BOULDER CR,13.4,115.1,British Columbia,1976
ARRAS,13.2,43.7,British Columbia,1976
BALDONNEL,14.4,37.5,British Columbia,1976
CECIL LAKE CDA,13.9,50.8,British Columbia,1976
CHETWYND BCFS,13.3,105.5,British Columbia,1976
DAWSON CREEK A,14.3,69.7,British Columbia,1976
FORT ST JOHN A,14.9,42.5,British Columbia,1976
GERMANSEN LANDING,11.4,74.3,British Columbia,1976
INGENIKA POINT,13.0,37.7,British Columbia,1976
HUDSON HOPE BCHPA DAM,13.9,58.3,British Columbia,1976
MACKENZIE A,13.6,50.7,British Columbia,1976
PINK MOUNTAIN,11.8,142.7,British Columbia,1976
ROSE PRAIRIE,13.0,46.3,British Columbia,1976
PINE PASS MT LEMORAY,13.2,139.3,British Columbia,1976
SUMMIT LAKE BCFS,13.2,74.9,British Columbia,1976
WARE,12.4,56.7,British Columbia,1976
CASSIAR,10.0,68.4,British Columbia,1976
DEASE LAKE,10.6,58.3,British Columbia,1976
FORT NELSON A,15.5,198.8,British Columbia,1976
GOOD HOPE LAKE,12.4,36.8,British Columbia,1976
LOWER POST,13.4,94.8,British Columbia,1976
MUNCHO LAKE,11.6,68.5,British Columbia,1976
PROPHET RIVER,14.8,164.2,British Columbia,1976
SIERRA,13.6,111.0,British Columbia,1976
SUMMIT LAKE,9.9,242.4,British Columbia,1976
LOWER LIARD BRIDGE,14.5,136.6,British Columbia,1976
ATLIN,11.4,43.2,British Columbia,1976
GRAHAM INLET,11.4,33.6,British Columbia,1976
ISKUT RANCH,10.6,28.2,British Columbia,1976
KINASKAN LAKE,10.1,41.7,British Columbia,1976
MCBRIDE RIVER,11.0,57.1,British Columbia,1976
MULE CREEK,9.2,34.7,British Columbia,1976
PLEASANT CAMP,14.1,27.7,British Columbia,1976
TELEGRAPH CREEK,14.2,34.1,British Columbia,1976
TODAGIN RANCH,9.7,46.3,British Columbia,1976
ANVIL,11.7,43.2,Yukon,1976
BEAVER CREEK A,14.6,85.5,Yukon,1976
BOUNDARY,13.5,37.4,Yukon,1976
BRAEBURN,13.3,32.9,Yukon,1976
BRANDT PEAK,12.2,56.2,Yukon,1976
BURWASH A,12.4,76.5,Yukon,1976
CARCROSS,12.0,29.6,Yukon,1976
CARMACKS TOWER,11.6,76.2,Yukon,1976
CLINTON CREEK,15.9,17.2,Yukon,1976
DAWSON,17.1,21.2,Yukon,1976
DAWSON A,16.1,33.1,Yukon,1976
DAWSON TOWER,14.0,30.9,Yukon,1976
DEZADEASH,11.8,13.9,Yukon,1976
DRURY CREEK,14.1,47.5,Yukon,1976
ELSA,15.2,54.3,Yukon,1976
FARO,15.7,37.7,Yukon,1976
FRANCES LAKE,13.1,69.0,Yukon,1976
HAECKEL HILL TOWER,8.8,28.5,Yukon,1976
HAINES JUNCTION,12.3,37.8,Yukon,1976
JOHNSONS CROSSING,12.5,49.7,Yukon,1976
KENO HILL,11.9,63.5,Yukon,1976
KLONDIKE,11.7,44.2,Yukon,1976
KLUANE LAKE,12.4,87.6,Yukon,1976
KOMAKUK BEACH A,7.0,26.9,Yukon,1976
LITTLE GOLD CREEK,12.3,79.9,Yukon,1976
MAYO A,16.3,76.1,Yukon,1976
MOUNTAIN VIEW LODGE,13.1,95.3,Yukon,1976
OGILVIE RIVER,13.6,12.1,Yukon,1976
OLD CROW A,13.9,4.3,Yukon,1976
PAINT MOUNTAIN TOWER,8.6,52.1,Yukon,1976
PELLY RANCH,15.6,46.7,Yukon,1976
QUIET LAKE,13.3,27.6,Yukon,1976
ROSS RIVER A,12.9,49.2,Yukon,1976
SHELDON LAKE,12.0,83.8,Yukon,1976
SHINGLE POINT A,11.2,33.6,Yukon,1976
SIMPSON TOWER,9.8,14.0,Yukon,1976
STEWART CROSSING,15.9,22.7,Yukon,1976
STEWART CROSSING TOWER,12.5,74.4,Yukon,1976
STEWART RIVER,16.7,4.8,Yukon,1976
SWIFT RIVER,10.2,60.3,British Columbia,1976
TAGISH TOWER,9.8,41.1,Yukon,1976
TESLIN A,12.2,51.6,Yukon,1976
TOM CREEK TOWER,12.0,91.1,Yukon,1976
TRANSPORT TOWER,8.8,122.6,Yukon,1976
TUCHITUA,12.6,78.7,Yukon,1976
WATSON LAKE A,13.1,98.9,Yukon,1976
WHITEHORSE A,13.3,27.0,Yukon,1976
WHITEHORSE RIVERDALE,14.2,31.7,Yukon,1976
ANGUS TOWER,16.2,38.4,Northwest Territories,1976
CAPE PARRY A,6.4,16.3,Northwest Territories,1976
FORT GOOD HOPE A,17.1,6.4,Northwest Territories,1976
FORT LIARD A,15.5,163.5,Northwest Territories,1976
FORT PROVIDENCE,15.5,22.7,Northwest Territories,1976
FORT RELIANCE,15.4,39.9,Northwest Territories,1976
FORT SIMPSON A,16.6,92.7,Northwest Territories,1976
FORT SMITH A,16.4,70.0,Northwest Territories,1976
HAY RIVER A,15.9,42.6,Northwest Territories,1976
HAY RIVER PARADISE GDNS,15.9,52.2,Northwest Territories,1976
INUVIK A,14.2,33.0,Northwest Territories,1976
NAHANNI BUTTE,8.9,144.5,Northwest Territories,1976
NAHANNI VALLEY,15.2,124.8,Northwest Territories,1976
NICHOLSON PENINSULA,9.2,16.3,Northwest Territories,1976
NORMAN WELLS A,17.0,25.9,Northwest Territories,1976
PINE POINT,16.7,34.4,Northwest Territories,1976
TUKTOYAKTUK,11.7,15.5,Northwest Territories,1976
TUKTOYAKTUK A,11.7,14.2,Northwest Territories,1976
TUNGSTEN,10.3,61.3,Northwest Territories,1976
WRIGLEY A,17.1,33.5,Northwest Territories,1976
YELLOWKNIFE A,17.0,25.2,Northwest Territories,1976
YELLOWKNIFE HYDRO,15.5,31.4,Northwest Territories,1976
YOHIN,7.9,44.1,Northwest Territories,1976
LITTLE DOCTOR LAKE,15.5,97.3,Northwest Territories,1976
BAKER LAKE A,12.1,22.6,Nunavut,1976
